OID_,FEATUREID,FMEAS,Distance,GIS_Key,lat_mean,lon_mean,LocationCl,flowDem,flowDetail,flowTrunca,nodeID,NodeLon,NodeLat
,"908,701",0.549148838669000,0.000070710558000,1528-1,41.450555999999999,-78.075556000000006,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1528-1,-78.075400384999995,41.450634319999999
,"929,262",0.966116300001000,0.000000000000000,1626-1,40.888333000000003,-78.165833000000006,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1626-1,-78.165795248999999,40.888327650000001
,"919,031",2.046316995990000,-0.000070710558000,1630-1,41.227777500000002,-78.428332999999995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1630-1,-78.428874356999998,41.228364767999999
,"918,929",1.234769200000000,0.000000000000000,1873-1,41.159722000000002,-77.982221999999993,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1873-1,-77.982022266000001,41.159693498000003
,"919,590",1.213001400000000,-0.000000001862645,1875-2,41.174957153800001,-78.255192153799996,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1875-2,-78.255297764999995,41.174541536000000
,"919,661",3.102702400000000,-0.000000003725290,1876-1,41.166389000000002,-78.214444000000000,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1876-1,-78.213999990000005,41.166326478999999
,"913,321",0.247300000003000,-0.000000004165001,1879-1,41.224443999999998,-77.398332999999994,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1879-1,-77.398262173999996,41.224543136000001
,"916,308",0.566999999995000,-0.000000004165001,1905-1,41.181111000000001,-77.614166999999995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1905-1,-77.614051524999994,41.181317520000000
,"915,053",0.443143070661000,0.000070711875089,1921-2,41.194167000000000,-77.459444000000005,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1921-2,-77.459545418999994,41.194279514999998
,"906,399",2.628150557330000,0.000000000000000,1955-1,41.490833000000002,-77.895278000000005,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1955-1,-77.895185933999997,41.490879122999999
,"906,517",3.046943200000000,-0.000000001862645,1956-1,41.483888999999998,-77.911111000000005,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1956-1,-77.911071676000006,41.484040121000000
,"904,907",3.507800000010000,-0.000000004165001,1957-1,41.502178000000001,-77.660972999999998,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1957-1,-77.660777068000002,41.502417784000002
,"900,293",2.081100000000000,0.000000000000000,1961-1,41.506943999999997,-76.872500000000002,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1961-1,-76.871951358000004,41.506885009000001
,"902,272",1.121499999990000,0.000000004165001,1963-1,41.491388999999998,-77.150000000000006,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1963-1,-77.149930444999995,41.491402420000000
,"905,381",1.006700000000000,-0.000000004165001,1964-1,41.503610999999999,-77.821388999999996,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1964-1,-77.820921126000002,41.503633970000003
,"896,152",0.417972700001000,0.000000000000000,1969-1,41.565291923099998,-76.559380487200002,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1969-1,-76.559809372000004,41.565357736000003
,"897,674",3.526455849330000,0.000070710558000,1969-2,41.516388999999997,-76.584999999999994,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1969-2,-76.585068093000004,41.516355902000001
,"916,650",2.653023700000000,0.000000000000000,1978-1,41.174166999999997,-77.654167000000001,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,1978-1,-77.654130653999999,41.174161718000001
,"921,569",0.490534099996000,0.000000000000000,2157-2,41.048333000000000,-77.768332999999998,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2157-2,-77.768322014999995,41.048375118000003
,"921,413",0.764599999995000,-0.000000004165001,2157-3,41.048551500000002,-77.734811892899998,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2157-3,-77.734357943000006,41.048643462000001
,"918,151",0.061842899995600,0.000000000000000,2158-1,41.047499999999999,-77.106388999999993,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2158-1,-77.106523843999994,41.047001549000001
,"923,560",0.763441599997000,0.000000000000000,2160-1,41.055833000000000,-78.207499999999996,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2160-1,-78.207457278000007,41.056000931000000
,"919,937",1.264300000000000,-0.000000001862645,2176-1,41.065331121600003,-77.508657864900002,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2176-1,-77.508780444999999,41.065710822000000
,"917,650",2.323141155000000,-0.000000000465661,2181-1,41.082500000000003,-77.230000000000004,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2181-1,-77.229980802000000,41.082509524999999
,"920,345",0.489063300003000,0.000000000000000,2188-1,41.092889000000000,-77.815332999999995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2188-1,-77.815348135999997,41.092830843999998
,"916,725",0.515500300009000,0.000000003958121,2193-1,41.092778000000003,-77.123610999999997,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2193-1,-77.123535982999996,41.092766761999997
,"919,684",0.164999999994000,0.000000003725290,2194-1,41.100833999999999,-77.768889999999999,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2194-1,-77.769040877999998,41.101157176999997
,"916,996",4.699800000000000,0.000000003725290,2203-1,41.110833000000000,-77.180555999999996,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2203-1,-77.180362138000007,41.110800472999998
,"916,606",1.801200000000000,0.000000001862645,2205-1,41.136944000000000,-77.343610999999996,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2205-1,-77.343388004999994,41.136942998999999
,"919,362",0.000000000000000,0.000000001862645,2206-1,41.142221999999997,-77.991667000000007,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2206-1,-77.991621516999999,41.142398389000000
,"931,297",1.364627900000000,0.000000001862645,2234-1,40.762777999999997,-77.751943999999995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2234-1,-77.751958832000000,40.762720964000003
,"934,859",4.561832100000000,0.000000000000000,2237-1,40.776543764700001,-78.322949499999993,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2237-1,-78.322591235000004,40.776493373000001
,"935,469",0.595906800005000,0.000000001862645,2245-1,40.740833000000002,-78.396666999999994,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2245-1,-78.396687630000002,40.740750671999997
,"935,233",1.106909900000000,0.000000000000000,2245-2,40.748610999999997,-78.407222000000004,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2245-2,-78.407184287999996,40.748761573000003
,"927,242",7.470016800000000,0.000000003725290,2251-1,40.906111000000003,-77.641666999999998,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2251-1,-77.641316502999999,40.906059841999998
,"924,835",0.452099999995000,0.000000003725290,2253-1,41.075555999999999,-78.496110999999999,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2253-1,-78.495965759000001,41.075638515999998
,"923,655",0.619699999996000,0.000000003725290,2256-1,41.087202785700001,-78.446567214300003,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2256-1,-78.445412571999995,41.087424075999998
,"938,885",1.908932200000000,0.000000001862645,2305-1,40.660556000000000,-78.477500000000006,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2305-1,-78.477514876000001,40.660496291999998
,"931,319",0.731387439087000,0.000000000000000,2462-1,40.825000000000003,-78.108333000000002,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2462-1,-78.108105873000000,40.825115351999997
,"928,141",2.325758200000000,-0.000000001862645,2520-1,40.928888999999998,-78.286111000000005,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2520-1,-78.286122664999994,40.928842858000003
,"929,909",0.856700000004000,-0.000000004165001,2521-1,40.936110999999997,-78.653610999999998,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2521-1,-78.653914162000007,40.936150599000001
,"924,544",1.054743007750000,0.000070709240911,2522-2,40.978332999999999,-77.863889000000000,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2522-2,-77.863678429999993,40.978100863999998
,"924,781",1.138457400000000,-0.000000001862645,2522-3,40.964444000000000,-77.841110999999998,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2522-3,-77.841106410999998,40.964461684000000
,"925,776",1.088074383340000,0.000000001678966,2522-4,40.944443999999997,-77.826667000000000,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2522-4,-77.826524477999996,40.944515809000002
,"930,824",1.467258700000000,0.000000003725290,2530-1,40.792574000000002,-77.798283999999995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2530-1,-77.798117707000003,40.792549903999998
,"929,469",0.294899999994000,0.000000003725290,2532-1,40.870832999999998,-78.118611000000001,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2532-1,-78.118389836000006,40.870768587999997
,"906,225",0.577307199997000,0.000000000000000,2767-1,41.454166999999998,-77.633888999999996,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2767-1,-77.633694105000004,41.454138747000002
,"913,341",0.446480200002000,-0.000000001862645,2777-1,41.363610999999999,-78.370000000000005,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2777-1,-78.369968846000006,41.363734110000003
,"912,365",0.226180200003000,0.000000000000000,2778-1,41.361111000000001,-78.126110999999995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2778-1,-78.126005449000004,41.361096099999997
,"908,534",0.316169399995000,0.000000000000000,2787-1,41.373055999999998,-77.402221999999995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2787-1,-77.402743415000003,41.373132646000002
,"912,682",1.154599999990000,0.000000000000000,2793-1,41.377777999999999,-78.337778000000000,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2793-1,-78.338014551000001,41.377826210000002
,"905,191",0.427299999996000,-0.000000001862645,2796-1,41.384999999999998,-76.871110999999999,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2796-1,-76.870108861000006,41.384876783000003
,"902,980",0.042413299996600,0.000000000000000,2803-1,41.376389000000003,-76.507221999999999,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2803-1,-76.507104299999995,41.376370842999997
,"911,498",1.181303800000000,0.000000000000000,2804-2,41.379440000000002,-78.060126999999994,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2804-2,-78.060132557000003,41.379418430999998
,"904,910",0.380717861329000,0.000000001164153,2810-1,41.357222000000000,-76.748889000000005,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2810-1,-76.748762812999999,41.357080027000002
,"906,508",0.794677499991000,-0.000000001862645,2865-1,41.560833000000002,-78.424166999999997,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2865-1,-78.424113410000004,41.561044883000001
,"915,562",0.645609120001000,0.000000001164153,2869-2,41.322499999999998,-78.478611000000001,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2869-2,-78.478396025999999,41.322609370000002
,"909,424",0.171515700000000,0.000000003725290,2875-1,41.335278000000002,-77.409443999999993,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2875-1,-77.409185163999993,41.335239948000002
,"923,043",0.101722500003000,0.000000001862645,2902-2,40.972332999999999,-77.538583000000003,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,2902-2,-77.538585206999997,40.972324635000000
,"925,874",2.982433400010000,0.000000000000000,3189-1,40.966110999999998,-78.033610999999993,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3189-1,-78.033600004999997,40.966153841000001
,"924,877",2.379049300000000,0.000000003725290,3215-2,40.960278000000002,-77.743888999999996,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3215-2,-77.743876878999998,40.960276241999999
,"909,449",1.140374424550000,-0.000000001317089,3260-1,41.328542545500000,-77.347516454499996,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3260-1,-77.347699904999999,41.328746219000003
,"908,633",0.719394066667000,0.000000000658545,3263-2,41.412778000000003,-77.790555999999995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3263-2,-77.789934169000006,41.413089104000001
,"922,320",2.850477127500000,-0.000000001678966,3346-1,40.993333000000000,-77.465277999999998,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3346-1,-77.465359121000006,40.993423223999997
,"913,501",2.786237306670000,0.000000000658545,3349-1,41.319443999999997,-78.016110999999995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3349-1,-78.015908706999994,41.319545853000001
,"915,028",1.891200000000000,-0.000000004165001,3350-2,41.292222000000002,-78.088333000000006,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3350-2,-78.088093842000006,41.292523326999998
,"911,662",3.732798600000000,0.000000000000000,3361-1,41.344999999999999,-77.856943999999999,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3361-1,-77.856815453999999,41.344981570999998
,"914,207",0.686245499996000,0.000000000000000,3369-1,41.315556000000001,-78.159166999999997,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3369-1,-78.159141453999993,41.315655792999998
,"927,453",0.506999999998000,0.000000003725290,3471-2,40.887777999999997,-77.840833000000003,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3471-2,-77.840665322999996,40.887721524000000
,"920,998",2.615202099990000,0.000000000232831,3472-2,40.983398655199998,-77.158760413799996,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3472-2,-77.158733523999999,40.983498423999997
,"920,299",1.413789500000000,0.000000000000000,3472-3,40.987649973700002,-77.104853407899995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3472-3,-77.104983253000000,40.987669474000000
,"891,446",4.063467730250000,0.000070707594551,3488-1,41.802778000000004,-77.314166999999998,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3488-1,-77.313817326999995,41.802950170000003
,"892,225",0.010773300000500,0.000000000000000,3489-1,41.800832999999997,-77.488889000000000,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3489-1,-77.488857752000001,41.800949785999997
,"893,416",0.988962258669000,0.000000000232831,3492-1,41.811667000000000,-77.797777999999994,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3492-1,-77.797815162999996,41.811648501999997
,"898,893",0.874299999996000,0.000000003725290,3545-2,41.642778000000000,-77.650278000000000,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3545-2,-77.650232609000000,41.642923023000002
,"901,114",3.051472600000000,-0.000000003725290,3547-1,41.597499999999997,-77.703610999999995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3547-1,-77.703263801999995,41.597449959999999
,"898,257",0.316072630660000,0.000070709076275,3549-1,41.620832999999998,-77.330278000000007,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3549-1,-77.330093891000004,41.620923902000001
,"903,198",0.035768520000800,0.000000000232831,3550-1,41.598056000000000,-78.101388999999998,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3550-1,-78.101463932000001,41.598137491000003
,"899,459",0.630807000002000,-0.000000001862645,3551-1,41.608888999999998,-77.515277999999995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3551-1,-77.515213012000004,41.609132862000003
,"901,367",1.272189264000000,-0.000000001317089,3556-1,41.620832999999998,-77.903333000000003,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3556-1,-77.903315837999997,41.620841583999997
,"900,204",0.476999230669000,0.000070705289644,3558-1,41.642778000000000,-77.879722000000001,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3558-1,-77.879728561999997,41.642774721000002
,"899,383",0.993150400000000,-0.000000003725290,3559-1,41.630413945500003,-77.610570400000000,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3559-1,-77.609949224000005,41.630323988000001
,"903,462",1.392183700000000,0.000000000000000,3562-1,41.618333000000000,-78.229167000000004,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3562-1,-78.229206894000001,41.618338579000003
,"900,964",0.217300000004000,-0.000000004165001,3565-1,41.662778000000003,-78.135278000000000,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3565-1,-78.135057102000005,41.662864130000003
,"901,760",0.378148697395000,0.000070707923822,3565-2,41.641666999999998,-78.113056000000000,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3565-2,-78.112846216999998,41.641772406000001
,"901,153",1.206606517340000,-0.000000001041250,3569-1,41.646388999999999,-78.066111000000006,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3569-1,-78.065973506999995,41.646458006000003
,"900,512",0.577473800001000,0.000000000000000,3570-1,41.646667000000001,-77.962221999999997,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3570-1,-77.962228285999998,41.646642827999997
,"897,141",0.816101699999000,-0.000000001862645,3575-1,41.665556000000002,-77.480556000000007,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3575-1,-77.480484138999998,41.665824929000003
,"898,269",0.718251499998000,0.000000000000000,3576-3,41.689999999999998,-77.805000000000007,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3576-3,-77.804922648000002,41.690294678999997
,"895,892",0.179519198780000,0.000000000465661,3577-1,41.698889000000001,-77.467777999999996,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3577-1,-77.467728958999999,41.698913265000002
,"896,579",1.581800000000000,-0.000000004165001,3578-2,41.732610999999999,-77.820582999999999,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3578-2,-77.820393066999998,41.732650976000002
,"898,529",1.533744616010000,0.000000000839483,3583-1,41.681902800000003,-77.849055800000002,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3583-1,-77.848381348999993,41.681165921000002
,"896,810",0.730218299997000,0.000000000000000,3584-1,41.729999999999997,-77.853333000000006,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3584-1,-77.853337639000003,41.729982288999999
,"894,065",0.782458400005000,-0.000000003725290,3591-1,41.758611000000002,-77.484166999999999,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3591-1,-77.484019736999997,41.758589559999997
,"893,932",1.255412322660000,-0.000000000000000,3593-1,41.753889000000001,-77.473889000000000,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3593-1,-77.473598835000004,41.753569569000000
,"893,672",2.928039186670000,0.000000001164153,3594-1,41.762500000000003,-77.507778000000002,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3594-1,-77.507893179999996,41.762626683000001
,"891,668",1.231611500000000,0.000000000000000,3597-1,41.800277999999999,-77.376389000000003,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3597-1,-77.376430589999998,41.800123524000000
,"894,777",0.393851399997000,-0.000000003725290,3598-1,41.788888999999998,-77.839167000000003,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3598-1,-77.838960776999997,41.788859576999997
,"892,352",0.046289797334300,-0.000000001317089,3599-1,41.790278000000001,-77.461388999999997,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3599-1,-77.461331482000006,41.790214695000003
,"905,255",2.744654400000000,0.000000000000000,3604-1,41.553888999999998,-78.172777999999994,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3604-1,-78.172671683000004,41.553874071000003
,"903,238",0.687211000000000,0.000000000000000,3608-1,41.558555200000001,-77.818999599999998,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3608-1,-77.819800147999999,41.558669889999997
,"900,018",1.089593314670000,0.000000000000000,3614-1,41.647778000000002,-77.854721999999995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3614-1,-77.854621361000000,41.647828267999998
,"907,087",0.880028800001000,0.000000000000000,3618-1,41.533889000000002,-78.371667000000002,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3618-1,-78.371605732999996,41.534130585000000
,"904,654",2.421189120000000,-0.000000001164153,3619-1,41.547778000000001,-77.985277999999994,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3619-1,-77.985085799000004,41.547874413000002
,"901,557",0.765747774661000,-0.000070711875089,3622-1,41.535556000000000,-77.354167000000004,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3622-1,-77.354100310999996,41.535588982000000
,"903,144",1.524525600000000,0.000000001862645,3624-1,41.547221999999998,-77.687222000000006,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3624-1,-77.687156755999993,41.547469382000003
,"902,812",1.294299999990000,-0.000000007679883,3627-1,41.560555999999998,-77.725278000000003,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3627-1,-77.725159993999995,41.560595800999998
,"903,372",0.217566397557000,-0.000000001975634,3633-1,41.583888999999999,-77.956666999999996,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3633-1,-77.956579164999994,41.583793145999998
,"902,779",1.809390900000000,0.000000000000000,3639-1,41.564444000000002,-77.768889000000001,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3639-1,-77.768823913000006,41.564691861999997
,"901,044",2.283153400000000,0.000000000000000,3640-1,41.557777999999999,-77.331389000000001,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3640-1,-77.331809176999997,41.557839854000001
,"902,516",0.986588100007000,0.000000001862645,3642-1,41.577221999999999,-77.765000000000001,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3642-1,-77.764992938000006,41.577248885000003
,"900,178",2.154465600000000,0.000000000000000,3646-1,41.573889000000001,-77.389167000000000,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3646-1,-77.389127931000004,41.574034652999998
,"904,173",2.221006910670000,0.000070709570184,3650-1,41.601944000000003,-78.290555999999995,Truncated Network,1.000000000000000,1.000000000000000,1.000000000000000,3650-1,-78.290360437999993,41.602042707999999
