"GIS_Key","lat_mean","lon_mean"
"2876-2",40.4545043783784,-75.4959084864865
"2876-3",40.428611,-75.523611
"2881-2",40.487812375,-77.7593055
"2884-1",40.494722,-77.600833
"2887-1",40.448889,-75.818889
"2887-5",40.427222,-75.933333
"2888-2",40.454143,-77.681039
"2888-3",40.4983661538461,-77.6215173076923
"2888-4",40.522778,-77.5775
"2888-5",40.5433337142857,-77.4067854285714
"2889-1",40.531389,-78.166667
"2893-3",40.617222,-77.143889
"2897-2",40.548889,-76.713056
"2898-2",40.551944,-76.689167
"29-1",39.976667,-78.1925
"2900-2",40.556111,-77.235
"2902-2",40.9808438461538,-77.5418290461539
"2905-1",41.431667,-79.523333
"2905-2",41.4447506304348,-79.5485005869565
"2906-3",41.488889,-79.595278
"291-1",41.197222,-75.883611
"2916-1",41.5130800434783,-79.6346014891304
"2916-2",41.478056,-79.679722
"2920-1",41.476389,-78.967222
"2921-1",41.484167,-78.607778
"2921-2",41.482922,-78.66105572
"2922-1",41.4724181176471,-79.3408986176471
"2925-1",41.506111,-78.955
"2927-2",41.6514716216216,-78.6848547837838
"2927-4",41.5325,-78.686111
"293-1",41.202778,-76.483889
"2935-1",40.202778,-79.083611
"2937-1",40.175464,-78.717614
"2937-2",40.171389,-78.745833
"2938-1",40.1529056447368,-79.2679494736842
"2947-1",40.21531825,-79.18249
"2948-1",40.204815,-79.1725923333333
"2950-1",40.2141361111111,-79.1886416666667
"2965-2",40.394526632,-77.646371192
"2965-3",40.423611,-77.587222
"2968-2",39.945,-78.855278
"2970-1",40.497778,-76.273333
"2973-2",40.5314586666667,-78.2493055
"2973-3",40.515556,-78.258611
"2974-2",40.4453488145455,-78.2526109236364
"2977-1",40.471944,-77.071389
"2978-3",40.4534584391534,-78.1833249259259
"2981-2",40.424444,-75.766111
"2984-1",40.001389,-79.382222
"2986-2",40.0208003333333,-79.2615608690476
"2987-1",39.9078507894737,-79.6116081052632
"2987-2",39.934444,-79.587778
"2991-2",40.038333,-79.352778
"2992-1",40.032778,-79.273056
"2993-1",40.027174125,-79.3417845833333
"2994-1",40.0370000666667,-79.3367037333333
"2997-2",40.044444,-79.217222
"30-2",40.011389,-78.798889
"3001-2",40.06961809375,-79.213307625
"3006-1",40.0739148,-79.3300452
"3011-1",40.073333,-78.9875
"3013-1",40.0983120377359,-79.3178198113208
"3017-1",40.102677943128,-78.7495326872038
"3025-1",40.155556,-79.105833
"3028-2",40.139181,-78.9708627105263
"3029-1",40.144167,-78.725556
"3032-2",40.1963383515152,-78.7166272787879
"3032-3",40.155682,-78.7748991818182
"3033-1",40.146111,-78.721667
"3033-2",40.144444,-78.737778
"3039-1",40.233889,-76.425278
"3040-7",40.2725,-75.680556
"3045-1",40.2441804390244,-75.7826351707317
"3048-1",40.388056,-75.6375
"3050-1",40.1994446666667,-75.8703706666667
"3050-2",40.218056,-75.845
"3050-3",40.238056,-75.838333
"3052-1",40.2732455263158,-75.8465640526316
"3062-1",40.325833,-75.445556
"3064-1",40.282234,-75.992355
"3064-2",40.284042,-75.989716
"3064-3",40.3253361515152,-75.9567761818182
"3064-4",40.327801,-75.944603
"3072-6",40.3679880444444,-76.0149258666667
"3072-7",40.368056,-75.990278
"3072-8",40.366944,-75.975556
"3073-1",40.323056,-76.118333
"3074-1",40.3275,-76.1525
"3074-2",40.343333,-76.141111
"3076-1",40.3563885,-75.72625
"3079-2",40.369722,-76.181111
"3081-2",40.374444,-76.008611
"3083-2",40.4166206333333,-75.6186670333333
"3083-4",40.381,-75.5543336
"3085-1",40.349445,-76.108055
"3089-1",40.4037717894737,-75.7988597368421
"3092-1",40.628611,-76.008611
"3093-1",40.636944,-75.954722
"3094-2",40.682222,-76.253056
"3094-3",40.6440632238806,-76.1970397164179
"3095-1",40.682222,-75.948333
"3097-1",40.662778,-76.293333
"3099-1",40.6646185,-76.2506482083333
"3101-1",40.6899741860465,-76.1352325348837
"3107-1",40.720556,-76.027222
"3107-2",40.709722,-76.011111
"3111-1",40.8025,-75.911389
"3111-2",40.791111,-75.973056
"3117-1",40.781389,-76.128611
"3117-2",40.7891156052632,-76.0661380701754
"3121-1",40.6325,-77.333056
"3122-3",40.656667,-76.707778
"3124-1",40.621944,-77.669167
"3125-1",40.688889,-78.334167
"3125-2",40.6445992,-78.316208795122
"3128-2",40.7168516666667,-77.8305553333333
"3136-2",40.7031358684211,-78.1938965526316
"3147-1",40.221111,-75.865833
"3149-2",40.249167,-76.282222
"3150-1",40.227778,-75.935278
"3153-1",41.996111,-80.2825
"3165-1",42.043611,-80.221389
"318-2",40.915556,-80.215556
"3181-1",40.4720501772152,-75.7241594810127
"3181-2",40.489167,-75.745833
"3181-3",40.5158342380952,-75.7699981428571
"3186-2",40.555556,-75.284722
"3190-2",40.922222,-77.073333
"3192-1",40.5915765705521,-75.9455915460123
"3193-2",40.823351,-76.004618
"3193-3",40.806910125,-75.973437625
"3193-6",40.675556,-75.9975
"3194-1",40.572222,-76.165833
"3195-2",40.56486115625,-75.6820140625
"3195-3",40.5808700666667,-75.2045181333333
"3196-1",40.5834175789474,-76.0193234868421
"3197-2",40.5675,-76.19
"3197-3",40.586908173913,-76.1296618260869
"3198-1",40.583611,-76.129167
"3199-1",40.683889,-76.051944
"32-2",40.0575,-77.110833
"3200-1",40.624722,-75.946389
"3200-2",40.630556,-75.914167
"3202-2",40.618611,-75.204722
"3205-2",40.440556,-76.600278
"3206-2",40.40621116,-77.54421112
"3209-1",40.4275,-78.526389
"3217-2",41.020556,-77.086111
"3218-1",40.963889,-77.985833
"3223-1",40.006667,-79.478333
"3231-1",41.31,-75.605
"3231-2",41.3161239537037,-75.6332590277778
"3233-1",41.315502,-75.583162
"3235-1",41.321667,-76.506389
"3236-1",41.319167,-76.522778
"3237-1",41.320278,-76.516111
"3245-1",41.335,-76.3575
"3247-1",41.326944,-76.461944
"3248-1",41.3206215238095,-75.6836113333333
"3249-1",41.3326849333333,-75.6478330666667
"3252-1",41.0104595517241,-77.4462932758621
"3263-2",41.411667,-77.789167
"3270-1",40.245556,-79.128889
"3271-1",40.246111,-79.128611
"3272-2",40.259167,-79.191667
"3275-1",40.2643055,-79.114583
"3279-2",40.268659173913,-77.585882
"3283-2",40.2625084247788,-77.559240539823
"3291-4",40.3158331538462,-78.1250643076923
"3295-1",40.2625005333333,-77.4922241333333
"3295-2",40.28285108,-77.44931494
"3296-1",40.346389,-77.58
"33-3",39.9025,-78.252222
"3300-2",40.3658511157895,-77.7841608105263
"3300-3",40.354444,-77.820278
"3303-2",40.536111,-76.594167
"3304-2",40.3516298444444,-77.6016418222222
"3305-1",40.375278,-77.675556
"3306-1",40.2765123333333,-77.6201237777778
"3307-2",40.4224065357143,-77.1346636071429
"3308-2",40.406389,-77.865
"3312-1",41.344712,-74.761055
"3314-1",41.1478,-75.202602
"3322-2",40.544517,-75.609304
"3324-2",40.547524,-75.607174
"3326-2",40.589586,-75.525338
"3330-1",40.819527,-75.8544015
"3331-1",40.844028,-75.7305
"3331-2",40.8509127,-75.71258
"3334-2",40.815278,-75.740833
"3350-1",41.266667,-78.106667
"3350-2",41.2888886666667,-78.0882406666667
"3351-1",41.642778,-77.585556
"3351-2",41.5942969729064,-77.6286631896552
"3351-3",41.5482186176471,-77.7066583529412
"3351-5",41.524722,-77.740278
"3351-6",41.501111,-77.7708037019231
"3351-7",41.493889,-77.798333
"3352-2",41.2933336,-78.2447226
"3353-1",41.3323506153846,-77.8245298461539
"3354-3",41.413056,-77.322222
"3354-6",41.342222,-77.366944
"3355-1",41.281389,-77.827222
"3357-1",41.246667,-78.153889
"3357-2",41.2921208833333,-78.1141413333333
"3359-2",41.3576899473684,-76.6295902631579
"3361-1",41.344444,-77.856667
"3363-1",41.325,-77.510833
"3364-1",41.6395677777778,-77.9795186666667
"3364-2",41.615,-78.043611
"3366-2",41.3391664,-77.119736025
"3367-2",41.3163687142857,-77.4199600952381
"3368-2",41.3399442,-78.4668332
"3378-1",41.026111,-78.906667
"3383-1",41.0629695909091,-76.0545919545454
"3383-2",41.058277,-76.083267
"3383-3",41.05611,-76.103615
"3384-3",41.205556,-76.066667
"3394-1",41.370833,-75.252222
"3415-1",41.479521,-74.933189
"3423-1",41.348797,-75.009584
"3428-1",41.407242,-75.034323
"3449-1",41.93,-75.50975
"3453-1",41.94,-75.919167
"3466-1",41.91425,-75.591139
"3471-2",40.887778,-77.840833
"3472-2",40.9825593027523,-77.1687766330275
"3472-3",40.9875,-77.125833
"3486-1",41.7745936585366,-77.8344377317073
"3486-2",41.7868412061856,-77.796737814433
"3490-1",41.808056,-77.406944
"3498-1",41.899722,-77.800833
"3498-2",41.928056,-77.810833
"3499-1",41.875833,-77.8375
"3499-2",41.9330866388889,-77.8493669166667
"350-3",41.225556,-80.2175
"3501-2",41.923056,-77.885278
"3501-3",41.9685556,-77.8834444
"3503-1",41.173889,-75.596944
"3508-2",41.161667,-75.602778
"3510-1",41.145,-75.625
"3516-1",41.920833,-77.978611
"3516-3",41.9110923755656,-78.0573731131222
"3526-1",41.887166,-77.178485
"3537-1",41.906389,-77.6175
"3543-1",41.593889,-78.190278
"3545-3",41.6025,-77.635278
"3546-2",41.706667,-78.100278
"3546-3",41.6706483333333,-78.0876853333333
"3546-4",41.623611,-78.088889
"3560-1",41.71187525,-78.0251044375
"3560-2",41.681389,-78.035
"3565-2",41.641667,-78.113056
"3567-1",41.716111,-77.986944
"3567-2",41.683611,-77.9875
"3567-3",41.655556,-77.991667
"3571-1",41.6838885,-77.916528
"3571-2",41.653333,-77.932222
"3573-1",41.65369,-77.183708
"3576-3",41.69,-77.805
"3578-1",41.739444,-77.839167
"3578-2",41.7284443269231,-77.8095868782051
"3578-3",41.712778,-77.745556
"3583-1",41.687512173913,-77.766594
"3583-2",41.7160401666667,-77.6867655888889
"3585-1",41.775833,-77.6425
"3586-1",41.674722,-77.536389
"3586-2",41.7131540645161,-77.5678852258064
"3588-2",41.7727266901408,-77.607766028169
"3589-1",41.734167,-77.5025
"3590-1",41.823056,-77.572778
"3590-2",41.7661749230769,-77.555192
"3595-1",41.781944,-77.433333
"3596-1",41.785,-77.402222
"3599-1",41.7899395652174,-77.4539495217391
"3600-1",41.801667,-77.454444
"3607-1",41.5175310384615,-77.3896249615385
"3612-1",41.6237778,-77.5164166
"3612-2",41.564693403,-77.465832974
"3613-2",41.569167,-78.286667
"3614-2",41.620556,-77.872639
"3614-3",41.5861103043478,-77.9006543550725
"3614-4",41.565278,-77.934167
"3616-2",41.512222,-78.333611
"3617-1",41.546389,-78.317222
"3623-2",41.554444,-77.552222
"3628-2",41.65884,-77.194572
"3628-3",41.6482596060606,-77.2028382727273
"3629-2",41.549167,-76.994167
"3630-3",41.5841274285714,-77.7071825714286
"3632-1",41.5924737619048,-78.399683952381
"3632-2",41.572778,-78.3825
"3635-2",41.5884918571429,-77.6823805714286
"3653-1",41.594722,-77.652778
"3656-1",39.973611,-79.298611
"3656-2",39.9682693461538,-79.2929274230769
"3693-1",41.274417,-76.332111
"3695-1",41.237389,-76.398028
"370-4",40.0472025,-75.2107537142857
"3700-1",41.071026,-76.00946
"3701-1",41.148533,-75.899666
"3719-1",39.754444,-79.667222
"3720-1",39.731944,-79.218056
"3721-1",39.743611,-79.217778
"3723-1",39.754167,-79.226667
"3728-3",39.7441809473684,-79.0573537368421
"3730-1",39.765278,-79.761944
"3740-3",40.007778,-79.232778
"3754-2",39.931944,-79.335833
"3754-3",39.929827,-79.337353
"3761-2",39.918611,-79.342778
"3772-1",41.806667,-75.581389
"3776-1",41.9002775,-76.130972
"3789-1",41.828056,-75.635
"38-1",40.0344066818182,-77.3151511363636
"3810-2",40.719444,-77.6
"3811-1",40.732778,-78.2425
"3811-2",40.7232032966507,-78.2139154976077
"3812-1",40.793889,-77.386944
"3812-2",40.7768055,-77.4308335
"3812-3",40.726389,-77.526111
"3814-2",40.7404339223744,-78.2042440091324
"3815-2",40.7127168292683,-77.6463143902439
"3817-1",40.789722,-77.471389
"3817-2",40.7603769285714,-77.5187054821429
"3822-1",41.868333,-77.124444
"3832-1",41.8655702666667,-77.1824847333333
"3857-2",41.6797220729167,-76.9511542916667
"386-3",40.063,-76.52783325
"389-1",40.057778,-75.469722
"3891-1",41.790556,-75.578056
"391-2",40.0634573404255,-75.4781795106383
"3922-1",41.873308,-77.046359
"3932-1",40.8679500307692,-77.7593501076923
"3932-2",40.8812934064516,-77.7634819483871
"3932-3",40.9055636176471,-77.7799526470588
"3935-1",41.675278,-76.445278
"3937-1",41.661111,-77.086111
"3939-1",41.67694432,-75.53933296
"394-2",40.075833,-75.7825
"3940-1",41.6366622539683,-76.5349248095238
"3940-2",41.6675486891892,-76.5158898243243
"3947-1",41.6954444,-76.9197778666667
"3948-1",41.696944,-75.515833
"395-1",40.078333,-75.785
"3953-1",41.698333,-77.076389
"3957-2",41.751628,-75.4775126046512
"3957-3",41.716807,-75.480836
"3960-2",41.5955906545455,-76.7165200363636
"3970-1",41.721944,-76.8925
"3971-1",41.7318812272727,-75.5421082727273
"3973-1",41.803611,-75.644444
"3987-1",41.637778,-76.520278
"3992-1",41.645556,-77.027778
"4004-1",41.644167,-77.045556
"4008-1",41.660179,-76.855093
"4009-1",41.645278,-77.096389
"4010-1",41.67852,-75.454407
"4010-2",41.663722,-75.462194
"4011-1",41.646389,-76.4727775
"4013-1",41.675714,-75.6070237142857
"4018-2",40.8611910961538,-77.3547596153846
"4020-1",40.820833,-77.364444
"4020-2",40.8381837788462,-77.3092997692308
"4021-1",40.761389,-77.703611
"4021-2",40.82273434375,-77.6170835625
"4022-1",40.976389,-77.285556
"4022-2",40.9644445333333,-77.3524444
"4022-4",40.915833,-77.48
"4022-5",40.883611,-77.467778
"4024-2",40.879907,-77.9655553333333
"4026-1",40.9490403636364,-77.2727525454545
"4026-2",40.936667,-77.316667
"4026-3",40.907222,-77.350833
"4026-5",40.869167,-77.4541870740741
"4028-1",40.530833,-78.678056
"4032-1",40.8698888,-78.6013336
"4035-1",40.868611,-78.573889
"4036-1",40.896111,-78.021667
"4039-2",40.899444,-77.268889
"4041-1",40.845278,-78.2098439375
"4041-2",40.888058,-78.203056
"4042-1",40.969444,-78.7375
"4042-2",40.9480733548387,-78.6961469032258
"4061-1",40.979548,-76.17428
"407-1",40.4636925121951,-75.5607996341463
"407-3",40.4205995789474,-75.5372220526316
"409-1",40.099722,-75.599583
"4094-1",41.6478955294118,-75.4564758823529
"4145-1",41.26229,-76.340896
"4146-1",41.262636,-76.347533
"4155-1",41.446944,-77.932778
"4159-1",41.443333,-76.789722
"4162-2",41.455833,-77.715556
"4163-2",41.4588493928571,-76.7278473928571
"4164-1",41.4534820833333,-77.930278
"4165-1",41.501944,-77.864167
"4165-2",41.471111,-77.876944
"4165-3",41.448333,-77.872222
"4170-2",41.4768114130435,-78.1487859565217
"4171-2",41.443939,-76.5299
"4173-2",41.4475593658537,-76.5197553658537
"4175-1",41.448889,-77.236111
"4176-2",41.464193,-76.434301
"4177-1",41.461111,-77.944167
"4181-2",41.5012423611111,-76.6590664166667
"4185-2",41.460833,-76.59
"4191-2",41.4956120816327,-76.858775755102
"4191-4",41.4828334,-76.9518332
"4193-1",41.495833,-77.151111
"4195-1",41.5084913264249,-77.5240998911917
"42-1",40.3275449459459,-77.5033861621622
"4250-1",41.398333,-78.286944
"4252-1",41.42,-77.543333
"4252-2",41.408939943662,-77.5062752253521
"4253-1",41.429444,-77.732778
"4253-2",41.410833,-77.717222
"4257-2",41.388611,-76.677222
"4262-2",41.4645436603774,-77.0167333207547
"4262-3",41.4391909476744,-77.019444
"4264-1",41.4179567142857,-78.0693450714286
"4264-2",41.416111,-78.045833
"4265-1",41.436944,-78.263333
"4282-1",40.705589,-75.765953
"4286-1",41.810841,-79.386238
"4291-1",41.8092219565217,-78.4957560869565
"4304-1",41.445011,-79.62751
"4312-1",40.654999,-78.108887
"4322-1",41.605,-76.755833
"4323-1",41.594722,-76.716944
"4326-1",41.593889,-76.451389
"4343-2",41.631574,-76.671204
"4346-2",41.594722,-76.328333
"4347-1",41.6187877272727,-76.6319950909091
"4354-1",41.631389,-76.540278
"4357-1",40.9725,-78.006111
"4357-2",40.994688,-78.002101
"4361-2",41.4091478666667,-78.3000740666667
"4362-2",41.380278,-77.594722
"4363-1",41.4324276521739,-78.3849155652174
"4363-2",41.401234,-78.31781996
"4368-1",41.611389,-78.960556
"4383-1",41.319444,-76.343889
"4384-1",41.2422344,-76.4561421111111
"4384-2",41.2040275,-76.4675
"4386-1",40.935,-76.164167
"4402-1",41.675713,-79.750381
"441-1",41.334167,-74.798058
"4415-1",40.386582,-79.017291
"4431-1",41.518078,-77.439267
"4471-1",40.225833,-78.693056
"4484-1",41.003887,-75.633057
"4485-1",41.549444,-78.9
"4489-2",40.795833,-75.308333
"4490-1",40.705833,-77.985556
"4490-3",40.617778,-78.128333
"4491-1",41.6300007321429,-79.1591648035714
"4496-2",40.2934839824561,-78.6834647894737
"4497-1",41.7677957608696,-78.0430372826087
"4498-1",41.190833,-77.780833
"4501-1",41.3733481052632,-76.1490353157895
"4519-2",41.6064605806452,-78.1517830322581
"4549-1",41.411855,-75.997119
"4563-1",40.293418,-79.014157
"4564-1",40.295459,-79.016025
"4571-1",39.85449,-79.460416
"462-3",41.5025,-76.130556
"4633-1",40.672045,-78.328067
"4647-1",39.9446732,-79.43188
"4652-1",39.994411,-79.4002075
"470-1",41.589722,-76.7475
"484-1",40.662153625,-75.2356351875
"49-2",40.0888232352941,-78.2599347058823
"4917-1",41.582234,-77.78555
"5-2",39.963056,-79.325278
"52-1",40.0500572758621,-77.5229215517241
"52-2",40.061389,-77.532778
"5314-1",41.18092,-77.04442
"5361-1",41.113407,-77.42054
"5413-1",40.895556,-78.658889
"547-2",41.978612,-75.438609
"5476-1",40.741348,-77.1607708571429
"5504-1",41.832778,-78.996278
"5552-1",41.782141,-78.779714
"5569-1",41.81268,-78.00774
"5578-1",41.7086,-79.66274
"5884-1",41.1826316666667,-77.067644
"5884-2",41.22309,-77.03849
"59-1",40.2152784444444,-78.3758325555556
"59-2",40.1997818571429,-78.3770223571429
"59-3",40.170617037037,-78.3744954074074
"59-4",40.1560790985915,-78.3515903943662
"59-5",40.1500002608696,-78.3352783913043
"59-6",40.1316330833333,-78.3323283333333
"590-2",39.8491462168675,-79.1694677228916
"596-4",40.858116,-75.852787
"5980-1",40.03719,-77.28825
"5982-1",40.3628855142857,-77.2143195714286
"5994-1",40.369722,-79.246111
"5995-5",41.24333325,-75.9985415
"6025-6",41.182778,-79.074167
"6027-2",41.2025,-79.565278
"6038-1",41.182778,-78.776111
"6046-2",41.212222,-79.005833
"6047-1",41.210833,-78.754444
"6061-1",41.396111,-77.940556
"6065-2",40.612778,-77.41
"6066-1",41.172222,-76.158056
"6067-1",40.371389,-78.937222
"6073-2",40.336666,-79.137779
"6076-1",40.074722,-79.181111
"6080-2",41.609167,-78.186389
"6084-2",40.344444,-79.065712
"6086-1",41.306944,-75.485833
"6095-2",41.592778,-77.285
"6098-1",41.001346,-75.409807
"61-2",40.0213172731707,-77.3205935219512
"6100-1",41.001389,-75.409447
"6107-1",41.671944,-76.946667
"6111-2",40.8355716470588,-75.2165685882353
"6113-1",41.002004,-75.402867
"6114-1",41.531543,-75.503218
"6114-2",41.5218,-75.52608
"6124-2",41.9475,-79.052778
"6128-1",41.936667,-78.678889
"6129-2",41.6374227831325,-79.5743037228916
"6130-1",41.5459878867925,-78.5745046320755
"614-1",39.917193,-79.31086
"6140-2",40.5112281052632,-77.2452633157895
"6144-1",41.016787,-75.593791
"6149-2",40.558889,-77.681944
"615-1",41.720556,-75.5375
"615-2",41.6791071071429,-75.5743453214286
"6155-1",41.799444,-75.653611
"6158-1",39.7524688333333,-76.3633335555556
"6168-1",41.568056,-79.277778
"6171-3",40.8525,-75.360833
"6171-4",40.8316911323529,-75.4505963970588
"6172-1",40.639167,-77.350556
"6172-2",40.622222,-77.361111
"6175-1",41.8178062241379,-78.6552921206897
"6175-2",41.8522625329815,-78.6449406332454
"6175-3",41.8855557857143,-78.655556
"6175-4",41.9247683333333,-78.6478705
"6177-1",41.194167,-76.422778
"6178-2",41.143333,-76.983889
"6192-1",40.782222,-78.316389
"6192-2",40.7900058085106,-78.3286704468085
"6193-2",41.624167,-79.339167
"6196-2",41.196111,-75.400556
"62-1",40.334444,-78.580278
"62-2",40.3055284705882,-78.6077071437908
"62-3",40.277222,-78.605554983871
"62-4",40.248333,-78.578333
"620-1",41.28503475,-75.5859375
"620-2",41.299167,-75.630833
"620-3",41.328611,-75.658056
"620-4",41.333056,-75.7
"6204-1",41.117775,-75.93914
"621-1",41.379903,-75.615441
"6213-1",40.261944,-77.4894418461539
"6215-1",40.114444,-79.302778
"6215-3",40.055,-79.373333
"6220-2",41.516111,-78.056111
"6226-1",41.0463334,-77.1791668
"6226-10",41.0190913941177,-77.5133414058824
"6226-11",41.0544959,-77.4615396428571
"6226-12",41.0716193522727,-77.4725726590909
"6226-13",41.089722,-77.470833
"6226-14",41.1008497058824,-77.4824377647059
"6226-15",41.118917,-77.484331
"6226-4",41.0142385802469,-77.3581687407407
"6226-6",40.9885197164179,-77.4441332537314
"6226-7",40.979167,-77.4861838737864
"6226-8",40.98735,-77.50225
"6226-9",40.9854704649123,-77.5194579327485
"6227-1",41.31776,-76.5100182419355
"6227-2",41.3041461975309,-76.4439404938272
"6227-3",41.2847899777778,-76.3755497555556
"6228-2",40.9346083165468,-75.4524421438849
"6228-3",40.893889,-75.522778
"6228-4",40.8423147042254,-75.6586017323944
"6229-1",40.3075,-78.982222
"6238-2",39.950558,-79.434166
"6239-2",41.515556,-76.622778
"6241-2",41.142778,-77.835833
"6245-2",40.360278,-78.632778
"6246-3",41.129167,-78.177778
"6250-1",40.927722,-75.745666
"6251-1",40.921458,-75.744022
"6252-1",41.103911,-75.744336
"629-1",40.744444,-76.020556
"629-2",40.728056,-76.017222
"634-2",40.327222,-76.032222
"635-1",40.665712,-76.134681
"6392-1",41.7161952173913,-77.704887826087
"6393-1",41.71979,-77.70827
"642-2",41.406633,-75.041308
"6453-2",41.0865703695652,-77.2359339347826
"6472-1",40.841,-75.689066
"653-4",40.728889,-75.246944
"653-5",40.708611,-75.246944
"653-6",40.7005697765957,-75.2399586205674
"653-7",40.698889,-75.214167
"6629-1",41.73421,-77.9221
"6639-1",41.154645,-75.13466
"6645-1",41.109678,-75.092737
"6647-1",40.426389,-75.704722
"668-1",41.575444,-75.196694
"671-2",40.766389,-75.511111
"6737-1",41.67753,-79.79266
"6738-1",41.682632,-79.799623
"674-2",40.9967557857143,-75.7281101071429
"68-2",40.1718224639175,-78.3855940927835
"6813-1",39.7436,-79.2503
"6838-1",40.399228,-78.711321
"6871-1",39.967589,-79.327668
"6896-1",41.252538,-76.531181
"6909-1",40.17111,-78.90568
"6947-2",40.57036,-78.13523
"6956-1",40.98757,-77.11317
"6957-1",40.98766,-77.12562
"7-1",41.302778,-75.486944
"7012-2",40.778675,-75.84314
"707-1",41.361392,-75.050452
"71-1",41.3021268888889,-75.6385604444445
"7112-1",40.790276,-75.799452
"7118-1",41.45924,-76.57907
"714-1",40.5755,-78.42355
"7261-1",39.86912,-78.90045
"7309-1",41.011967,-77.212662
"7341-1",41.1032588666667,-75.8100926666667
"7360-2",40.7603276923077,-77.3824246153846
"7360-3",40.7243566052632,-77.4746926315789
"7360-5",40.6707925137615,-77.5837107155963
"7361-2",40.6723189235294,-77.6009057235294
"737-1",40.1727226896552,-79.0953617241379
"74-3",40.876111,-79.456944
"7426-1",40.2307293125,-79.13897553125
"7426-2",40.249444,-79.148889
"753-1",41.237049,-75.809348
"76-1",41.2750122173913,-76.214529173913
"773-1",40.646333,-75.201806
"7760-1",41.423133,-78.61774
"7778-1",40.215064,-78.703842
"7788-2",40.5307351666667,-77.7058767916667
"78-3",40.828056,-78.952778
"7840-1",40.371216,-78.659852
"7843-1",39.779934,-76.209492
"7843-2",39.771636,-76.214298
"7844-2",39.765159,-76.199671
"801-1",39.8687198,-79.4198706
"81-1",40.79457752,-77.77644376
"8163-1",41.09305,-75.75297
"8188-1",41.05986,-77.47219
"8274-2",40.76535,-77.06243
"87-1",41.188768,-77.240993
"877-1",41.2289044444444,-78.4744344444444
"9-2",39.874444,-76.383611
"903-1",40.075223,-79.179679
"92-2",39.9952914285714,-79.2747354285714
"93-1",41.209167,-77.769722
"959-2",40.647443,-75.2607
"97-1",41.205128,-78.0445723076923
"99-1",41.257778,-76.5025
"99-2",41.2433697391304,-76.561847826087
