"child_b","parent_b","dist_b","NodeLat","NodeLon"
"N_889464",5,2.26110173055,41.902620925,-77.714100679
"N_889465",5,1.29683766184,41.902620925,-77.714100679
"N_889477",9,1.53488852712,41.897070692,-77.677356746
"N_889478",9,0.731984848098,41.897070692,-77.677356746
"N_889716",13,1.42154328933,41.894078277,-77.70597356
"N_889717",13,1.75624891681,41.894078277,-77.70597356
"N_889920",10,0.369852813742,41.884302514,-77.674064118
"N_889933",10,0.507426406871,41.884302514,-77.674064118
"N_889997",11,1.62941125497,41.883545519,-77.680199779
"N_889998",11,0.572132034356,41.883545519,-77.680199779
"N_890196",14,0.854558441227,41.878480949,-77.684880012
"N_890333",14,2.12246212025,41.878480949,-77.684880012
"N_890426",27,3.20007142675,41.873307085,-77.690701092
"N_890427",27,0.896984848098,41.873307085,-77.690701092
"N_890495",19,0.604705627485,41.877106366,-77.730491365
"N_890542",19,1.09819805153,41.877106366,-77.730491365
"N_890576",23,1.43033008589,41.861498466,-77.635236798
"N_890577",23,0.587132034356,41.861498466,-77.635236798
"N_890586",29,0.464558441227,41.874437095,-77.727117353
"N_890587",29,1.32683766184,41.874437095,-77.727117353
"N_890814",25,0.935771644663,41.846171119,-77.568856086
"N_890851",25,1.8959545443,41.846171119,-77.568856086
"N_890878",39,1.1069848481,41.853563762,-77.633265156
"N_890879",39,1.36518289963,41.853563762,-77.633265156
"N_890921",36,0.439705627485,41.842966814,-77.567485284
"N_890922",36,0.238492424049,41.842966814,-77.567485284
"N_890986",50,2.04639610307,41.859050271,-77.692251113
"N_890987",50,2.02110173055,41.859050271,-77.692251113
"N_891019",66,2.01852813742,41.861698094,-77.716393673
"N_891020",66,0.514705627485,41.861698094,-77.716393673
"N_891034",37,0.98441125497,41.838568895,-77.559758631
"N_891035",37,0.742279220614,41.838568895,-77.559758631
"N_891066",86,1.72411688245,41.818634192,-77.428273013
"N_891067",86,0.442279220614,41.818634192,-77.428273013
"N_891156",47,1.55654328933,41.86262348,-77.749519461
"N_891157",53,0.896984848098,41.836135355,-77.565598309
"N_891158",53,0.692132034356,41.836135355,-77.565598309
"N_891168",45,2.35110173055,41.84644735,-77.638862833
"N_891169",45,1.0469848481,41.84644735,-77.638862833
"N_891242",73,1.05169047558,41.807542841,-77.384166795
"N_891243",73,0.966837661841,41.807542841,-77.384166795
"N_891258",43,0.153639610307,41.860912366,-77.756644688
"N_891259",47,0.769705627485,41.86262348,-77.749519461
"N_891260",97,2.54779220614,41.844027517,-77.639134517
"N_891261",97,0.307279220614,41.844027517,-77.639134517
"N_891342",43,0.46091883092,41.860912366,-77.756644688
"N_891384",58,1.06669047558,41.856233103,-77.74304958
"N_891402",88,2.49080735804,41.833755902,-77.590701884
"N_891403",88,1.69926406871,41.833755902,-77.590701884
"N_891419",11270,1.517027163,41.848875693,-77.699393303
"N_891430",57,2.99867532368,41.790571757,-77.300136046
"N_891444",71,0.0636396103068,41.82934626,-77.567778493
"N_891445",71,0.852426406871,41.82934626,-77.567778493
"N_891446",11175,4.06346773025,41.791199789,-77.306268769
"N_891460",61,0.102426406871,41.791094038,-77.307409542
"N_891468",57,1.17683766184,41.790571757,-77.300136046
"N_891486",55,0.716984848098,41.791199789,-77.306268769
"N_891504",68,0.754264068712,41.852204148,-77.737810848
"N_891505",67,1.20790367902,41.848875693,-77.699393303
"N_891517",58,0.929558441227,41.856233103,-77.74304958
"N_891518",85,1.93669047558,41.793239186,-77.325737385
"N_891519",61,0.237426406871,41.791094038,-77.307409542
"N_891535",85,0.264852813742,41.793239186,-77.325737385
"N_891554",77,0.387426406871,41.811946798,-77.466771072
"N_891555",77,0.754705627485,41.811946798,-77.466771072
"N_891584",115,2.76551298552,41.845242441,-77.700725363
"N_891585",115,0.559705627485,41.845242441,-77.700725363
"N_891594",83,0.914558441227,41.848978691,-77.728653325
"N_891595",83,1.5119848481,41.848978691,-77.728653325
"N_891636",68,0.515771644663,41.852204148,-77.737810848
"N_891656",96,0.776984848098,41.824708956,-77.571609162
"N_891657",96,2.17110173055,41.824708956,-77.571609162
"N_891668",11196,1.2316115,41.795878623,-77.375443199
"N_891669",104,2.31382250994,41.795878623,-77.375443199
"N_891687",94,1.74062445841,41.85459047,-77.785003463
"N_891688",94,0.952279220614,41.85459047,-77.785003463
"N_891695",90,0.66941125497,41.807799711,-77.462692368
"N_891696",90,2.70382250994,41.807799711,-77.462692368
"N_891697",84,0.994705627485,41.79028212,-77.342846678
"N_891698",84,1.72411688245,41.79028212,-77.342846678
"N_891709",101,0.671984848098,41.816046526,-77.521280476
"N_891710",101,0.563345237792,41.816046526,-77.521280476
"N_891737",137,0.656984848098,41.844679032,-77.72534082
"N_891757",117,0.294852813742,41.788547384,-77.342202437
"N_891758",117,2.1839696962,41.788547384,-77.342202437
"N_891771",11247,3.05740000001,41.797995654,-77.408607135
"N_891772",10997,1.8056736,41.797995654,-77.408607135
"N_891780",98,1.51882250994,41.823256156,-77.584229061
"N_891781",95,0.737132034356,41.812391132,-77.50928301
"N_891782",131,0.764558441227,41.804707787,-77.456477872
"N_891783",131,0.574705627485,41.804707787,-77.456477872
"N_891812",137,0.503345237792,41.844679032,-77.72534082
"N_891836",108,0.74441125497,41.851313825,-77.788831817
"N_891837",108,0.572132034356,41.851313825,-77.788831817
"N_891846",99,0.384852813742,41.81039796,-77.506850345
"N_891852",11018,0.254950500004,41.819916581,-77.57436857
"N_891870",112,1.96669047558,41.828885127,-77.638334987
"N_891871",139,1.12669047558,41.819916581,-77.57436857
"N_891872",121,0.944558441227,41.808575321,-77.498070759
"N_891873",121,0.166066017178,41.808575321,-77.498070759
"N_891884",95,1.89639610307,41.812391132,-77.50928301
"N_891911",112,3.96507142675,41.828885127,-77.638334987
"N_891912",158,1.55867532368,41.789829825,-77.377071558
"N_891913",158,0.757279220614,41.789829825,-77.377071558
"N_891929",98,0.943050865276,41.823256156,-77.584229061
"N_891958",118,0.28091883092,41.833920218,-77.690376793
"N_891971",134,2.06566017178,41.848198191,-77.791876079
"N_891972",134,0.534852813742,41.848198191,-77.791876079
"N_891983",63,1.46441125497,41.79166262,-77.324309375
"N_891994",99,0.659558441227,41.81039796,-77.506850345
"N_892002",118,0.37091883092,41.833920218,-77.690376793
"N_892003",135,0.482132034356,41.825258312,-77.63781503
"N_892018",123,0.922279220614,41.811519296,-77.546582931
"N_892019",123,1.04033008589,41.811519296,-77.546582931
"N_892046",163,1.72154328933,41.833707044,-77.706000778
"N_892047",145,1.69926406871,41.781393383,-77.345614236
"N_892048",145,1.22911688245,41.781393383,-77.345614236
"N_892077",163,1.66154328933,41.833707044,-77.706000778
"N_892099",136,0.135,41.846562606,-77.805279293
"N_892100",136,1.87110173055,41.846562606,-77.805279293
"N_892101",130,1.37911688245,41.800968423,-77.488985867
"N_892117",135,3.25429978209,41.825258312,-77.63781503
"N_892131",129,0.372426406871,41.808728781,-77.548068533
"N_892132",129,0.165,41.808728781,-77.548068533
"N_892163",130,0.387426406871,41.800968423,-77.488985867
"N_892189",150,0.165,41.841436818,-77.786613831
"N_892190",150,0.429852813742,41.841436818,-77.786613831
"N_892213",176,0.129852813742,41.806774801,-77.551554684
"N_892214",176,0.439705627485,41.806774801,-77.551554684
"N_892225",11176,0.0107733000005,41.796199119,-77.480625727
"N_892274",11022,0.472712611994,41.790054115,-77.445951168
"N_892278",63,3.65007142675,41.79166262,-77.324309375
"N_892279",132,2.7959545443,41.769115826,-77.304822525
"N_892291",149,1.15669047558,41.839919922,-77.797019892
"N_892292",151,1.28183766184,41.816540219,-77.634199086
"N_892299",149,1.20639610307,41.839919922,-77.797019892
"N_892300",162,2.25338095117,41.828300119,-77.717807843
"N_892301",132,0.174852813742,41.769115826,-77.304822525
"N_892309",166,1.63154328933,41.807400435,-77.574736925
"N_892337",144,2.11367532368,41.790185578,-77.461852276
"N_892338",161,0.722132034356,41.786961444,-77.439738985
"N_892339",161,0.931690475583,41.786961444,-77.439738985
"N_892351",166,0.955477272148,41.807400435,-77.574736925
"N_892352",11021,0.356419000005,41.790054115,-77.445951168
"N_892400",146,1.95124891681,41.77302586,-77.353799634
"N_892410",154,0.0724264068712,41.772867424,-77.354583524
"N_892418",162,3.12702056147,41.828300119,-77.717807843
"N_892419",146,1.74169047558,41.77302586,-77.353799634
"N_892430",188,0.457279220614,41.836293707,-77.796491636
"N_892431",188,1.14639610307,41.836293707,-77.796491636
"N_892445",159,1.34183766184,41.811207996,-77.623755628
"N_892446",159,4.90749783362,41.811207996,-77.623755628
"N_892447",144,0.337279220614,41.790185578,-77.461852276
"N_892448",169,0.174852813742,41.772287563,-77.356222147
"N_892455",151,1.68124891681,41.816540219,-77.634199086
"N_892490",155,0.159852813742,41.814703522,-77.649881176
"N_892491",173,1.19183766184,41.77693925,-77.384246812
"N_892492",157,2.01639610307,41.773951967,-77.375044669
"N_892503",196,0.217279220614,41.809789289,-77.623391255
"N_892504",196,2.26838095117,41.809789289,-77.623391255
"N_892516",164,0.891837661841,41.781975297,-77.433664736
"N_892527",182,1.4339696962,41.821395521,-77.707773773
"N_892528",182,1.58183766184,41.821395521,-77.707773773
"N_892542",11019,0.0275347999986,41.780095657,-77.424534012
"N_892543",189,0.694705627485,41.780095657,-77.424534012
"N_892550",174,0.899116882454,41.801048644,-77.570499077
"N_892551",140,2.1659545443,41.796199119,-77.480625727
"N_892552",157,0.422132034356,41.773951967,-77.375044669
"N_892559",168,2.95793939239,41.772114894,-77.371833319
"N_892582",266,0.219852813742,41.816538159,-77.683488811
"N_892583",266,0.459852813742,41.816538159,-77.683488811
"N_892619",11020,1.7823962,41.774035649,-77.394292364
"N_892620",190,1.21669047558,41.774035649,-77.394292364
"N_892631",240,0.247279220614,41.799258616,-77.571346415
"N_892641",174,1.8989696962,41.801048644,-77.570499077
"N_892642",240,2.32066017178,41.799258616,-77.571346415
"N_892643",153,0.851984848098,41.788026115,-77.46391321
"N_892676",241,0.207426406871,41.794224845,-77.544154322
"N_892677",241,2.05518289963,41.794224845,-77.544154322
"N_892678",132,1.94867532368,41.769115826,-77.304822525
"N_892688",155,0.763050865276,41.814703522,-77.649881176
"N_892698",247,0.534852813742,41.817242659,-77.707389436
"N_892699",247,0.0636396103068,41.817242659,-77.707389436
"N_892700",153,0.895477272148,41.788026115,-77.46391321
"N_892732",201,0.809558441227,41.833631839,-77.827578696
"N_892751",201,0.437132034356,41.833631839,-77.827578696
"N_892752",154,1.19911688245,41.772867424,-77.354583524
"N_892796",193,1.16183766184,41.827249757,-77.796277214
"N_892805",237,2.77066017178,41.770185881,-77.403479479
"N_892806",237,1.05426406871,41.770185881,-77.403479479
"N_892815",192,1.51518289963,41.828815412,-77.811057854
"N_892816",193,1.48154328933,41.827249757,-77.796277214
"N_892817",234,0.0724264068712,41.826672251,-77.796058609
"N_892818",234,0.745477272148,41.826672251,-77.796058609
"N_892823",187,0.587132034356,41.763983512,-77.351789315
"N_892831",212,1.39154328933,41.800447047,-77.617349837
"N_892832",212,1.55654328933,41.800447047,-77.617349837
"N_892833",164,2.03867532368,41.781975297,-77.433664736
"N_892851",138,2.32066017178,41.768117366,-77.303609836
"N_892873",199,0.06,41.75287196,-77.296612167
"N_892885",202,1.26639610307,41.827211238,-77.817037566
"N_892886",192,0.596984848098,41.828815412,-77.811057854
"N_892900",205,1.06003571337,41.749301466,-77.28349713
"N_892929",138,2.7359545443,41.768117366,-77.303609836
"N_892930",199,1.40183766184,41.75287196,-77.296612167
"N_892945",236,0.696837661841,41.82033135,-77.778459855
"N_892946",236,3.32051298552,41.82033135,-77.778459855
"N_892947",168,1.51731493399,41.772114894,-77.371833319
"N_892986",214,0.902756492761,41.811961683,-77.727682344
"N_892987",214,0.274705627485,41.811961683,-77.727682344
"N_892988",222,0.892279220614,41.795618519,-77.614186274
"N_892989",222,0.75941125497,41.795618519,-77.614186274
"N_893020",256,0.195,41.810857694,-77.727603348
"N_893021",256,0.132426406871,41.810857694,-77.727603348
"N_893031",264,1.64654328933,41.780711409,-77.520711349
"N_893032",264,0.117426406871,41.780711409,-77.520711349
"N_893080",205,1.86124891681,41.749301466,-77.28349713
"N_893099",225,0.802279220614,41.800753676,-77.670623719
"N_893100",225,0.225,41.800753676,-77.670623719
"N_893101",217,0.324852813742,41.742680452,-77.26824449
"N_893102",220,1.42003571337,41.741629526,-77.264823881
"N_893159",231,0.577279220614,41.79156321,-77.616375141
"N_893160",231,0.929558441227,41.79156321,-77.616375141
"N_893171",200,1.32426406871,41.752346089,-77.296754279
"N_893181",340,0.337279220614,41.799219938,-77.67325291
"N_893201",227,0.89441125497,41.821361126,-77.831542114
"N_893202",202,1.63882250994,41.827211238,-77.817037566
"N_893203",169,2.4089696962,41.772287563,-77.356222147
"N_893220",340,0.294852813742,41.799219938,-77.67325291
"N_893252",229,0.857132034356,41.797807592,-77.671033524
"N_893253",243,0.324852813742,41.789040484,-77.615933807
"N_893263",224,2.12654328933,41.746032112,-77.305870352
"N_893279",243,0.202279220614,41.789040484,-77.615933807
"N_893305",10887,1.28909999999,41.811578517,-77.784098809
"N_893306",283,0.09,41.811425271,-77.783027727
"N_893307",283,1.25911688245,41.811425271,-77.783027727
"N_893308",253,2.56367532368,41.758286579,-77.415567982
"N_893316",294,1.07654328933,41.80712339,-77.754893632
"N_893317",294,1.77382250994,41.80712339,-77.754893632
"N_893327",250,2.89279220614,41.779296313,-77.563695253
"N_893328",250,2.91249783362,41.779296313,-77.563695253
"N_893377",253,1.69624891681,41.758286579,-77.415567982
"N_893405",274,0.662132034356,41.784578206,-77.613414485
"N_893406",274,0.598492424049,41.784578206,-77.613414485
"N_893416",11177,0.988962258669,41.811578517,-77.784098809
"N_893417",224,1.00970562748,41.746032112,-77.305870352
"N_893427",265,2.69610173055,41.798447732,-77.713468523
"N_893428",301,1.49654328933,41.764910577,-77.481587894
"N_893429",301,0.83441125497,41.764910577,-77.481587894
"N_893437",280,0.427279220614,41.776355278,-77.562255911
"N_893449",280,2.59110173055,41.776355278,-77.562255911
"N_893450",284,2.66867532368,41.755021271,-77.419408312
"N_893451",284,0.589705627485,41.755021271,-77.419408312
"N_893478",187,2.62838095117,41.763983512,-77.351789315
"N_893489",245,1.31955844123,41.813156082,-77.808505254
"N_893503",265,2.63308657865,41.798447732,-77.713468523
"N_893512",227,1.91867532368,41.821361126,-77.831542114
"N_893535",173,3.93249783362,41.77693925,-77.384246812
"N_893585",245,0.731984848098,41.813156082,-77.808505254
"N_893600",229,1.29683766184,41.797807592,-77.671033524
"N_893601",246,1.8689696962,41.740350264,-77.311850325
"N_893617",217,1.92275649276,41.742680452,-77.26824449
"N_893648",292,2.17110173055,41.762132868,-77.503816229
"N_893672",11195,2.92803918667,41.762132868,-77.503816229
"N_893699",267,0.956984848098,41.791386408,-77.71755663
"N_893700",267,4.74676190233,41.791386408,-77.71755663
"N_893733",324,0.144852813742,41.790436226,-77.718548433
"N_893734",269,1.01955844123,41.780112867,-77.646827573
"N_893739",392,0.372426406871,41.779232155,-77.642616184
"N_893740",392,2.3189696962,41.779232155,-77.642616184
"N_893757",269,0.147426406871,41.780112867,-77.646827573
"N_893766",324,0.454705627485,41.790436226,-77.718548433
"N_893774",246,1.34183766184,41.740350264,-77.311850325
"N_893783",277,1.6439696962,41.773491798,-77.610432795
"N_893784",277,0.489852813742,41.773491798,-77.610432795
"N_893808",282,1.74275649276,41.772754016,-77.610999196
"N_893809",282,0.12,41.772754016,-77.610999196
"N_893810",258,1.26683766184,41.747336427,-77.383687464
"N_893811",273,1.7189696962,41.731092827,-77.31768292
"N_893819",365,1.47941125497,41.765108102,-77.560065998
"N_893820",365,1.26062445841,41.765108102,-77.560065998
"N_893860",350,0.21,41.771123778,-77.611061873
"N_893901",286,3.44521861301,41.791477343,-77.761980767
"N_893910",312,1.7939696962,41.74291516,-77.428213182
"N_893911",258,1.54926406871,41.747336427,-77.383687464
"N_893931",293,0.174852813742,41.790271117,-77.761187446
"N_893932",11194,1.25541232266,41.749197404,-77.476901919
"N_893933",289,2.44624891681,41.743635512,-77.438761043
"N_893934",312,1.05941125497,41.74291516,-77.428213182
"N_893953",350,1.24411688245,41.771123778,-77.611061873
"N_893954",200,4.52176190233,41.752346089,-77.296754279
"N_893980",305,1.60669047558,41.752037015,-77.503920899
"N_893995",11248,0.395024299994,41.788443651,-77.757965253
"N_893996",299,2.39911688245,41.788443651,-77.757965253
"N_893997",327,3.49323376491,41.711082247,-77.22642419
"N_893998",327,1.41169047558,41.711082247,-77.22642419
"N_894009",395,0.851984848098,41.700064777,-77.153861487
"N_894010",395,0.763050865276,41.700064777,-77.153861487
"N_894036",308,1.31183766184,41.785183227,-77.744750799
"N_894037",308,1.73654328933,41.785183227,-77.744750799
"N_894065",11193,0.782458400005,41.747131212,-77.485232379
"N_894066",319,0.831837661841,41.749197404,-77.476901919
"N_894075",314,0.225,41.798382034,-77.84275854
"N_894076",314,0.255,41.798382034,-77.84275854
"N_894091",318,0.596984848098,41.748680513,-77.499632612
"N_894102",307,1.78838095117,41.789594052,-77.785069269
"N_894103",286,2.35580735804,41.791477343,-77.761980767
"N_894104",338,0.596984848098,41.783099363,-77.739745007
"N_894105",302,0.102426406871,41.747131212,-77.485232379
"N_894133",351,0.647132034356,41.761337707,-77.594403198
"N_894134",351,0.996837661841,41.761337707,-77.594403198
"N_894151",326,0.727279220614,41.736918102,-77.430192148
"N_894152",326,0.827132034356,41.736918102,-77.430192148
"N_894163",346,0.349705627485,41.795970555,-77.84116899
"N_894164",346,0.287132034356,41.795970555,-77.84116899
"N_894179",289,2.27610173055,41.743635512,-77.438761043
"N_894191",318,1.26683766184,41.748680513,-77.499632612
"N_894192",325,1.61911688245,41.744753181,-77.4914235
"N_894193",316,1.93882250994,41.740602235,-77.461054757
"N_894199",375,0.105,41.791554655,-77.81788532
"N_894200",375,0.724705627485,41.791554655,-77.81788532
"N_894201",344,1.1519848481,41.702823935,-77.207553985
"N_894237",293,1.36518289963,41.790271117,-77.761187446
"N_894238",339,2.34124891681,41.775937781,-77.714599975
"N_894239",309,0.979705627485,41.746290195,-77.48508693
"N_894240",345,0.289705627485,41.734709954,-77.430043692
"N_894241",344,2.67852813742,41.702823935,-77.207553985
"N_894242",355,0.761984848098,41.597520035,-76.51486266
"N_894243",355,0.472279220614,41.597520035,-76.51486266
"N_894254",380,0.750624458405,41.769200476,-77.671570813
"N_894255",380,1.37654328933,41.769200476,-77.671570813
"N_894264",371,0.502279220614,41.730900045,-77.40958657
"N_894265",371,0.075,41.730900045,-77.40958657
"N_894278",345,0.664705627485,41.734709954,-77.430043692
"N_894296",336,4.32400540957,41.74803129,-77.532766556
"N_894297",305,3.15551298552,41.752037015,-77.503920899
"N_894305",10996,0.225637499997,41.785810501,-77.796804432
"N_894306",339,2.68066017178,41.775937781,-77.714599975
"N_894307",342,0.674558441227,41.773121287,-77.708307683
"N_894308",342,4.89889393669,41.773121287,-77.708307683
"N_894315",307,1.30154328933,41.789594052,-77.785069269
"N_894323",359,0.174852813742,41.772338502,-77.70666288
"N_894324",316,0.544705627485,41.740602235,-77.461054757
"N_894338",430,0.547279220614,41.699037899,-77.205989143
"N_894345",415,0.392132034356,41.731660745,-77.429750491
"N_894353",399,0.594852813742,41.790867082,-77.841767025
"N_894354",273,2.91293939239,41.731092827,-77.31768292
"N_894355",349,1.19441125497,41.705719285,-77.254912363
"N_894356",220,5.51433549546,41.741629526,-77.264823881
"N_894367",402,2.40551298552,41.755802321,-77.599577927
"N_894368",402,0.866984848098,41.755802321,-77.599577927
"N_894385",341,0.446984848098,41.785810501,-77.796804432
"N_894386",363,2.34808657865,41.687486434,-77.137287667
"N_894387",363,0.94091883092,41.687486434,-77.137287667
"N_894388",412,1.44426406871,41.591672501,-76.503546408
"N_894389",412,0.219852813742,41.591672501,-76.503546408
"N_894401",11289,1.6340769,41.783099363,-77.739745007
"N_894414",430,0.61091883092,41.699037899,-77.205989143
"N_894422",381,0.667279220614,41.769200541,-77.701937351
"N_894423",381,1.9589696962,41.769200541,-77.701937351
"N_894438",399,1.60411688245,41.790867082,-77.841767025
"N_894439",396,0.936837661841,41.687546389,-77.146899479
"N_894440",396,0.90941125497,41.687546389,-77.146899479
"N_894447",336,0.60941125497,41.74803129,-77.532766556
"N_894455",366,3.39764501988,41.745167949,-77.543158318
"N_894456",364,0.492426406871,41.744602984,-77.537384024
"N_894469",325,1.36154328933,41.744753181,-77.4914235
"N_894502",415,0.916690475583,41.731660745,-77.429750491
"N_894509",352,0.66941125497,41.784164103,-77.800570199
"N_894510",359,1.33411688245,41.772338502,-77.70666288
"N_894511",372,1.00154328933,41.725473945,-77.417338443
"N_894524",368,0.534852813742,41.726570276,-77.42296908
"N_894538",377,0.309852813742,41.748205062,-77.569751844
"N_894549",357,0.741837661841,41.77684891,-77.751392237
"N_894578",376,1.51882250994,41.781066832,-77.811382381
"N_894579",369,0.474852813742,41.781770829,-77.806753857
"N_894599",366,3.17007142675,41.745167949,-77.543158318
"N_894614",349,0.782132034356,41.705719285,-77.254912363
"N_894625",389,0.699852813742,41.761589176,-77.683213184
"N_894626",389,1.48367532368,41.761589176,-77.683213184
"N_894631",390,1.35941125497,41.762609644,-77.69220043
"N_894632",364,0.517279220614,41.744602984,-77.537384024
"N_894642",374,0.905771644663,41.77398278,-77.758072442
"N_894651",390,0.503345237792,41.762609644,-77.69220043
"N_894667",382,0.49091883092,41.740342184,-77.538149793
"N_894683",309,2.17624891681,41.746290195,-77.48508693
"N_894696",372,2.10488852712,41.725473945,-77.417338443
"N_894717",391,0.858198051534,41.75952253,-77.687832897
"N_894718",391,0.48941125497,41.75952253,-77.687832897
"N_894729",408,0.57941125497,41.759259379,-77.687902492
"N_894730",408,0.03,41.759259379,-77.687902492
"N_894731",11014,0.400014942662,41.750825705,-77.6294121
"N_894735",455,0.0724264068712,41.750459575,-77.628768698
"N_894736",455,0.845771644663,41.750459575,-77.628768698
"N_894737",417,2.41154328933,41.682299502,-77.163138722
"N_894747",417,1.76610173055,41.682299502,-77.163138722
"N_894755",352,1.60367532368,41.784164103,-77.800570199
"N_894776",438,0.37091883092,41.784254647,-77.872012397
"N_894777",11197,0.393851399997,41.777892497,-77.827397318
"N_894778",401,0.03,41.777841538,-77.82704043
"N_894779",376,1.65639610307,41.781066832,-77.811382381
"N_894780",407,1.72154328933,41.744509548,-77.59517345
"N_894783",427,2.31382250994,41.590958067,-76.564844977
"N_894784",427,1.29683766184,41.590958067,-76.564844977
"N_894792",397,0.459852813742,41.77347128,-77.792643171
"N_894796",377,1.02426406871,41.748205062,-77.569751844
"N_894814",410,2.0309545443,41.741190706,-77.577913174
"N_894827",422,0.446984848098,41.756377547,-77.684962052
"N_894828",393,1.8089696962,41.750825705,-77.6294121
"N_894829",406,0.234852813742,41.741143888,-77.575704072
"N_894830",367,1.45003571337,41.73848108,-77.49902497
"N_894831",484,1.59426406871,41.58014779,-76.501605638
"N_894832",484,1.26683766184,41.58014779,-76.501605638
"N_894841",441,0.979264068712,41.720759476,-77.441189666
"N_894842",441,1.80639610307,41.720759476,-77.441189666
"N_894843",526,0.117426406871,41.680831214,-77.169832437
"N_894844",526,0.69941125497,41.680831214,-77.169832437
"N_894864",357,1.70547727215,41.77684891,-77.751392237
"N_894865",368,1.18926406871,41.726570276,-77.42296908
"N_894866",378,0.90941125497,41.699672605,-77.256549018
"N_894867",420,0.045,41.693310257,-77.259751825
"N_894874",447,0.469705627485,41.754394156,-77.680673416
"N_894875",447,1.99110173055,41.754394156,-77.680673416
"N_894876",378,3.37838095117,41.699672605,-77.256549018
"N_894913",438,0.648198051534,41.784254647,-77.872012397
"N_894937",382,1.05213203436,41.740342184,-77.538149793
"N_894938",460,0.644558441227,41.586377315,-76.563538173
"N_894939",460,0.539558441227,41.586377315,-76.563538173
"N_894953",445,0.761984848098,41.681790216,-77.198451215
"N_894954",445,2.49338095117,41.681790216,-77.198451215
"N_894971",432,0.727903679019,41.742094645,-77.612476247
"N_894972",407,1.62639610307,41.744509548,-77.59517345
"N_894973",462,1.27411688245,41.694775102,-77.288234847
"N_894974",462,1.01441125497,41.694775102,-77.288234847
"N_894991",450,3.64216774773,41.704459289,-77.355968201
"N_894992",450,2.64080735804,41.704459289,-77.355968201
"N_895002",397,0.829264068712,41.77347128,-77.792643171
"N_895025",448,1.79911688245,41.776488718,-77.85775554
"N_895026",422,3.46838095117,41.756377547,-77.684962052
"N_895027",420,0.432426406871,41.693310257,-77.259751825
"N_895042",479,0.626984848098,41.716704514,-77.445238139
"N_895050",440,1.40654328933,41.689892577,-77.260676526
"N_895057",369,1.81624891681,41.781770829,-77.806753857
"N_895071",406,1.46139610307,41.741143888,-77.575704072
"N_895085",512,0.344558441227,41.679108291,-77.196957832
"N_895086",512,0.503345237792,41.679108291,-77.196957832
"N_895109",10888,0.525546607999,41.748623879,-77.676646552
"N_895117",449,1.14426406871,41.772754298,-77.846887013
"N_895118",10995,1.27103348,41.777892497,-77.827397318
"N_895119",593,0.469705627485,41.701620704,-77.355251409
"N_895120",593,1.43654328933,41.701620704,-77.355251409
"N_895137",374,1.9439696962,41.77398278,-77.758072442
"N_895138",467,0.162426406871,41.747892089,-77.675359302
"N_895139",467,1.17683766184,41.747892089,-77.675359302
"N_895147",456,1.87882250994,41.739344333,-77.618019358
"N_895148",432,0.621837661841,41.742094645,-77.612476247
"N_895165",426,0.662132034356,41.732135443,-77.539967374
"N_895213",452,0.473345237792,41.761370495,-77.769169619
"N_895214",453,0.995771644663,41.748623879,-77.676646552
"N_895215",474,0.824558441227,41.580429746,-76.562244739
"N_895216",474,1.07441125497,41.580429746,-76.562244739
"N_895223",555,0.831837661841,41.689883885,-77.292147634
"N_895234",479,1.23169047558,41.716704514,-77.445238139
"N_895249",452,1.23062445841,41.761370495,-77.769169619
"N_895263",426,1.5389696962,41.732135443,-77.539967374
"N_895308",449,0.669852813742,41.772754298,-77.846887013
"N_895309",490,0.99941125497,41.742442396,-77.669767592
"N_895310",457,0.592279220614,41.727249351,-77.538308021
"N_895330",401,1.7489696962,41.777841538,-77.82704043
"N_895337",482,0.971984848098,41.579956139,-76.582368346
"N_895341",482,0.592279220614,41.579956139,-76.582368346
"N_895356",410,2.07639610307,41.741190706,-77.577913174
"N_895357",11017,2.67527505889,41.73848108,-77.49902497
"N_895388",500,0.684852813742,41.575289132,-76.564426996
"N_895395",490,0.50441125497,41.742442396,-77.669767592
"N_895396",522,0.309852813742,41.570831832,-76.537174068
"N_895397",522,3.26566017178,41.570831832,-76.537174068
"N_895428",537,1.66624891681,41.708318811,-77.460810998
"N_895429",537,2.09610173055,41.708318811,-77.460810998
"N_895431",576,1.14683766184,41.632143669,-76.946207426
"N_895432",576,0.849852813742,41.632143669,-76.946207426
"N_895460",500,2.22338095117,41.575289132,-76.564426996
"N_895465",456,2.39823376491,41.739344333,-77.618019358
"N_895466",550,2.31124891681,41.564346818,-76.505681032
"N_895467",550,1.79654328933,41.564346818,-76.505681032
"N_895472",487,0.117426406871,41.72735674,-77.599361214
"N_895473",472,1.58183766184,41.728242963,-77.582837826
"N_895475",595,0.232279220614,41.559822433,-76.478081311
"N_895476",595,0.399852813742,41.559822433,-76.478081311
"N_895494",491,2.81610173055,41.733322708,-77.644419355
"N_895495",483,0.277279220614,41.733700329,-77.641357919
"N_895503",11288,1.93317620001,41.776488718,-77.85775554
"N_895510",558,0.045,41.687390128,-77.332800494
"N_895511",558,1.1819848481,41.687390128,-77.332800494
"N_895515",523,1.21091883092,41.555818736,-76.45922062
"N_895548",472,0.75941125497,41.728242963,-77.582837826
"N_895558",523,0.761984848098,41.555818736,-76.45922062
"N_895559",502,0.255,41.536710289,-76.342841143
"N_895624",517,1.25547727215,41.658053779,-77.150853269
"N_895626",587,1.04183766184,41.568326662,-76.560087024
