"","child_name","N_100","rho_b"
"277","N_795877",11.7651926825383,0.536147892143277
"278","N_795910",11.4126565695672,0
"279","N_795921",11.4824470979167,0.322297830783505
"280","N_795935",13.8395999620116,0.706712011832038
"281","N_795966",13.6779735315788,0.0602382968676224
"282","N_795967",16.351728999861,0.161799704114628
"283","N_795980",41.3925037165346,0.891497350409721
"284","N_796016",18.6842207986211,0.649911661365496
"285","N_796019",46.1268663901388,0.882383130325857
"286","N_796020",16.8952868179461,0.453911599915728
"287","N_796021",22.5668023075385,0.238869557195212
"288","N_796022",14.533913518857,0.927743486328553
"289","N_796028",22.2265587959455,0.875967396915805
"290","N_796032",21.0333710577152,0.0605869761706548
"291","N_796040",23.3943370931824,0.902644575747351
"292","N_796041",24.4429662765266,0.386030976845948
"293","N_796062",14.7229747170493,0.435248711005917
"294","N_796090",13.2434791166244,0.124471895977483
"295","N_796103",20.7452094854914,0.707465780670434
"296","N_796168",11.8527862018368,0.089525322128328
"297","N_796340",12.922882057477,0.0801880360902138
"298","N_796353",11.68149649037,0.157017800187511
"299","N_796354",12.315688252809,0.485715588924959
"300","N_796380",12.3171453075443,0.248691205835686
"301","N_796446",12.3324508248169,0.498689488396016
"302","N_796460",11.7238022679463,0.199007800811133
"303","N_796475",11.4545489529579,0.0169960034416831
"304","N_796589",11.7934480341552,0.275098941593742
"305","N_796594",10.1781745433437,0.621976596135913
"306","N_796608",12.3244615992037,0.276102018835679
"307","N_796672",9.71164961332002,0.9544372301532
"308","N_796797",10.4576535765413,0.429683826704123
"309","N_796812",11.307042607849,0.737340395194125
"310","N_796813",10.9473455957474,0.256151849536965
"311","N_796819",11.272172682296,0.689060359799916
"312","N_796820",11.2182321860382,0.0849652452497931
"313","N_796879",11.3711251111282,0.325285875853123
"314","N_797098",11.6315135605221,0.109266033483522
"315","N_797111",11.4689544357474,0.349346687620028
